it,instant,local_optimum_value
0,0.0,48720.0
1,0.3618149757385254,48720.0
2,0.7175679206848145,48720.0
3,1.4236488342285156,47964.0
4,1.9186820983886719,47964.0
5,2.2711830139160156,47964.0
6,2.741175889968872,47964.0
7,2.8640799522399902,47964.0
8,7.582277059555054,47964.0
9,8.054986953735352,47812.0
10,8.52810001373291,47812.0
11,8.878392934799194,47812.0
12,9.236212968826294,47812.0
13,9.585360765457153,47812.0
14,10.16286587715149,47812.0
15,10.514374732971191,47812.0
16,10.875188827514648,47812.0
17,11.11024785041809,47812.0
18,11.464215993881226,47812.0
19,12.045557022094727,47812.0
20,12.28505277633667,47812.0
21,12.635672092437744,47812.0
22,13.111265897750854,47812.0
23,13.462983846664429,47812.0
24,13.930482864379883,47812.0
25,14.804939031600952,46825.0
26,15.179977893829346,46825.0
